Invoice_No,Customer_ID,Invoice_Amount,Outstanding_Amount,Due_Days
INV0000697,CUST7432,40354,9196,107
INV0000698,CUST5239,39812,11842,21
INV0000699,CUST6297,146085,108902,29
INV0000700,CUST2199,79705,72179,178
INV0000701,CUST2686,288454,55247,124
INV0000702,CUST3121,299349,164381,153
INV0000703,CUST7885,282450,76347,80
INV0000704,CUST9168,41042,10751,38
INV0000705,CUST3385,81435,36204,103
INV0000706,CUST8592,202591,50198,99
INV0000707,CUST2398,122611,10554,28
INV0000708,CUST6255,154024,58112,17
INV0000709,CUST3748,67819,32387,46
INV0000710,CUST7855,129971,76985,132
INV0000711,CUST5352,14641,1680,130
INV0000712,CUST1258,288789,56044,20
INV0000713,CUST1325,68800,48220,174
INV0000714,CUST7419,234773,232946,24
INV0000715,CUST8925,40436,12437,45
INV0000716,CUST7755,89972,27166,96
INV0000717,CUST7705,288375,15727,42
INV0000718,CUST9907,102863,90080,18
INV0000719,CUST8520,103242,43182,62
INV0000720,CUST9677,83992,49178,65
INV0000721,CUST9114,43168,31624,113
INV0000722,CUST5861,76218,73281,29
INV0000723,CUST9927,222860,213428,131
INV0000724,CUST7581,228417,114886,43
INV0000725,CUST8823,199813,34922,103
INV0000726,CUST9759,58633,33216,166
INV0000727,CUST6196,223521,66015,169
INV0000728,CUST2202,119824,4435,51
INV0000729,CUST3140,113443,78678,61
INV0000730,CUST6971,117824,66785,89
INV0000731,CUST1019,121221,83893,46
INV0000732,CUST3223,267988,176720,62
INV0000733,CUST6269,242372,209483,178
INV0000734,CUST7844,294672,143514,23
INV0000735,CUST8308,198126,59102,54
INV0000736,CUST2058,132231,25625,26
INV0000737,CUST1300,249599,26793,135
INV0000738,CUST5044,251299,23525,8
INV0000739,CUST7046,154059,86447,22
INV0000740,CUST3232,42791,11723,131
INV0000741,CUST1814,202433,197450,96
INV0000742,CUST3828,126290,94929,147
INV0000743,CUST6407,113627,46078,64
INV0000744,CUST1930,233265,157698,161
INV0000745,CUST4848,149963,69978,124
INV0000746,CUST3729,61008,57032,0
INV0000747,CUST9136,128409,18888,46
INV0000748,CUST8991,281045,17880,17
INV0000749,CUST2408,281260,164620,110
INV0000750,CUST1641,45377,11041,176
INV0000751,CUST9553,65479,19772,127
INV0000752,CUST3605,53983,50736,78
INV0000753,CUST3343,80829,41449,130
INV0000754,CUST4141,285184,253072,176
INV0000755,CUST3990,191100,85997,165
INV0000756,CUST8476,159672,138263,155
INV0000757,CUST2231,63400,29583,31
INV0000758,CUST3074,39143,30763,62
INV0000759,CUST6491,146971,97406,56
INV0000760,CUST8415,190940,49802,180
INV0000761,CUST2151,41875,32719,81
INV0000762,CUST8264,180483,68904,173
INV0000763,CUST6685,62297,31814,88
INV0000764,CUST4468,136583,135071,140
INV0000765,CUST8240,227638,63539,2
INV0000766,CUST8617,94001,38694,23
INV0000767,CUST4077,42246,20012,116
INV0000768,CUST7539,87075,74151,66
INV0000769,CUST6751,119957,10714,96
INV0000770,CUST6282,140811,10066,140
INV0000771,CUST5343,194750,118141,173
INV0000772,CUST7975,59948,54466,110
INV0000773,CUST1352,261197,42020,53
INV0000774,CUST5445,140439,105500,83
INV0000775,CUST2519,3184,2688,48
INV0000776,CUST8093,219348,203337,121
INV0000777,CUST2886,228009,119679,93
INV0000778,CUST9082,271930,74852,86
INV0000779,CUST7618,236516,172209,107
INV0000780,CUST9848,91119,90052,26
INV0000781,CUST9672,146186,96291,1
INV0000782,CUST4808,43311,15698,119
INV0000783,CUST3206,104300,57040,39
INV0000784,CUST7451,285943,262369,29
INV0000785,CUST8020,295536,43657,146
INV0000786,CUST6067,194091,77970,167
INV0000787,CUST2120,256220,149499,84
INV0000788,CUST8200,292392,26250,50
INV0000789,CUST3100,35504,26503,0
INV0000790,CUST8400,153847,36534,30
INV0000791,CUST3759,243215,118072,83
INV0000792,CUST2275,41420,28766,178
INV0000793,CUST7407,201480,77912,29
INV0000794,CUST6753,24033,21464,124
INV0000795,CUST3100,189904,124197,118
INV0000796,CUST1353,259283,119580,62
INV0000797,CUST8848,95219,1898,135
INV0000798,CUST4542,31826,19265,73
INV0000799,CUST9288,74900,5009,25
INV0000800,CUST9858,64677,5617,105
INV0000801,CUST8281,263176,53631,120
INV0000802,CUST1843,125812,2110,15
INV0000803,CUST4283,77637,71988,43
INV0000804,CUST8580,299392,68233,106
INV0000805,CUST3408,158270,66975,51
INV0000806,CUST9338,202604,113849,99
INV0000807,CUST4707,6496,1275,80
INV0000808,CUST9002,113075,79892,61
INV0000809,CUST6783,251496,239483,158
INV0000810,CUST1894,209210,76678,138
INV0000811,CUST8287,208294,74470,75
INV0000812,CUST1683,275588,228855,58
INV0000813,CUST4327,246314,66779,161
INV0000814,CUST9329,30856,18406,63
INV0000815,CUST3339,87434,14005,88
INV0000816,CUST2838,243870,190464,70
INV0000817,CUST5799,144209,75969,157
INV0000818,CUST7426,164650,149733,48
INV0000819,CUST5475,88500,19914,136
INV0000820,CUST3989,293109,215614,0
INV0000821,CUST9470,117794,114170,134
INV0000822,CUST7739,24972,21808,84
INV0000823,CUST9878,210490,71144,51
INV0000824,CUST7500,127589,35589,158
INV0000825,CUST7609,222475,196975,146
INV0000826,CUST9942,140682,58540,62
INV0000827,CUST6719,237564,149543,126
INV0000828,CUST6003,247085,101625,29
INV0000829,CUST1187,142660,54315,39
INV0000830,CUST1115,139957,20823,127
INV0000831,CUST1636,208280,191674,172
INV0000832,CUST6233,196639,63741,96
INV0000833,CUST7903,16876,2802,40
INV0000834,CUST3120,271824,268108,113
INV0000835,CUST1598,146410,11507,148
INV0000836,CUST9781,134342,123572,0
INV0000837,CUST4428,218594,180943,166
INV0000838,CUST7271,113088,80998,74
INV0000839,CUST5176,163540,87592,141
INV0000840,CUST7376,152116,104155,18
INV0000841,CUST1801,159994,101126,91
INV0000842,CUST8117,79971,54490,176
INV0000843,CUST2941,108297,95595,70
INV0000844,CUST2845,299119,25539,38
INV0000845,CUST3974,294122,113072,80
INV0000846,CUST1752,27959,13918,23
INV0000847,CUST6286,229519,168089,167
INV0000848,CUST4771,69082,54609,29
INV0000849,CUST7156,285249,49129,8
INV0000850,CUST6161,26323,22962,89
INV0000851,CUST3134,191300,56217,4
INV0000852,CUST6653,97813,82387,32
INV0000853,CUST2475,137830,98029,96
INV0000854,CUST3328,293392,258102,138
INV0000855,CUST5630,210673,121395,76
INV0000856,CUST9354,239013,233482,33
INV0000857,CUST8896,74324,15655,81
INV0000858,CUST7142,195175,145791,21
INV0000859,CUST6718,259815,90055,31
INV0000860,CUST6225,278559,54340,143
INV0000861,CUST8206,211021,144088,110
INV0000862,CUST5461,53583,3428,79
INV0000863,CUST3175,112342,11450,3
INV0000864,CUST5885,226626,53715,5
INV0000865,CUST1177,195421,161907,126
INV0000866,CUST6991,294094,201027,120
INV0000867,CUST1091,50095,38153,119
INV0000868,CUST1476,6009,289,162
INV0000869,CUST2961,113364,42368,122
INV0000870,CUST7823,174132,148476,177
INV0000871,CUST5007,39748,27822,167
INV0000872,CUST6853,209231,71801,148
INV0000873,CUST2944,105657,58686,168
INV0000874,CUST8324,167230,39451,93
INV0000875,CUST8912,53296,8075,36
INV0000876,CUST2715,268940,268515,180
INV0000877,CUST5931,28681,16756,46
INV0000878,CUST3502,200888,61183,124
INV0000879,CUST4031,223729,7887,47
INV0000880,CUST4788,186223,113932,14
INV0000881,CUST9175,57115,52046,69
INV0000882,CUST1884,124814,114497,69
INV0000883,CUST5981,84617,81032,25
INV0000884,CUST2449,58042,16691,81
INV0000885,CUST4713,24498,6779,81
INV0000886,CUST9729,66245,43095,70
INV0000887,CUST7848,267827,133762,66
INV0000888,CUST4479,88216,1223,163
INV0000889,CUST5372,163305,151217,96
INV0000890,CUST3350,102937,88379,30
INV0000891,CUST2933,136308,130095,96
INV0000892,CUST9815,292208,204228,52
INV0000893,CUST2866,202088,28378,57
INV0000894,CUST6556,261348,84251,81
INV0000895,CUST9604,246118,137038,73
INV0000896,CUST3901,17041,10263,118
INV0000897,CUST9657,25049,3979,79
INV0000898,CUST7491,66684,33473,58
INV0000899,CUST6941,104805,45543,126
INV0000900,CUST8214,24638,4544,31
INV0000901,CUST5122,18469,906,164
INV0000902,CUST3006,131207,96484,5
INV0000903,CUST4670,166637,120714,170
INV0000904,CUST2678,295230,219650,157
INV0000905,CUST2659,157761,100682,161
INV0000906,CUST5420,248263,67602,141
INV0000907,CUST3454,82517,57966,50
INV0000908,CUST9357,76291,19089,112
INV0000909,CUST9595,97043,33781,2
INV0000910,CUST8395,140773,116446,83
INV0000911,CUST1532,204872,43453,88
INV0000912,CUST4438,247627,30234,97
INV0000913,CUST2600,103004,79228,96
INV0000914,CUST2147,150836,115175,74
INV0000915,CUST7537,234442,88694,85
INV0000916,CUST1368,71450,45032,39
INV0000917,CUST3113,148524,92144,164
INV0000918,CUST9812,7007,355,171
INV0000919,CUST9109,207278,138230,18
INV0000920,CUST2687,297353,200269,60
INV0000921,CUST4716,274704,208026,90
INV0000922,CUST4583,208434,184165,150
INV0000923,CUST6986,136680,100203,70
INV0000924,CUST1321,227244,123020,4
INV0000925,CUST1545,169417,19856,24
INV0000926,CUST7690,69127,53677,112
INV0000927,CUST7999,187029,163134,19
INV0000928,CUST1355,265518,227135,86
INV0000929,CUST3045,205166,20128,88
INV0000930,CUST5534,235857,2421,36
INV0000931,CUST7947,290150,54597,114
INV0000932,CUST8970,223808,93968,48
INV0000933,CUST8566,36833,25519,169
INV0000934,CUST1446,152625,118260,130
INV0000935,CUST2515,225830,58825,35
INV0000936,CUST4202,42821,26758,150
INV0000937,CUST4952,295246,171526,114
INV0000938,CUST3192,192089,140348,2
INV0000939,CUST2822,13362,5209,15
INV0000940,CUST9881,248683,55916,108
INV0000941,CUST6663,55111,31668,145
INV0000942,CUST3663,24192,376,81
INV0000943,CUST2584,277122,267340,67
INV0000944,CUST3122,185418,8022,34
INV0000945,CUST7944,219723,115866,10
INV0000946,CUST4618,119609,74345,127
INV0000947,CUST3627,34371,9554,116
INV0000948,CUST4621,110210,85917,46
INV0000949,CUST5312,264370,122577,95
INV0000950,CUST9343,229890,43072,104
INV0000951,CUST5942,200783,17486,151
INV0000952,CUST9349,258644,159094,27
INV0000953,CUST6222,87489,70786,156
INV0000954,CUST6907,45899,44831,120
INV0000955,CUST7719,85073,172,1
INV0000956,CUST3417,40130,20976,47
INV0000957,CUST9607,11201,7926,152
INV0000958,CUST9729,92117,83544,155
INV0000959,CUST2537,250706,234839,37
INV0000960,CUST6882,158670,102282,50
INV0000961,CUST3038,57252,35088,109
INV0000962,CUST5632,259712,202156,87
INV0000963,CUST5028,205859,56733,32
INV0000964,CUST5493,80034,43235,60
INV0000965,CUST9064,103527,98832,4
INV0000966,CUST6083,62337,23017,136
INV0000967,CUST8110,262067,258011,18
INV0000968,CUST3078,36824,21506,31
INV0000969,CUST2787,58859,4246,68
INV0000970,CUST8664,170002,107655,169
INV0000971,CUST4977,255305,237163,101
INV0000972,CUST9986,202028,34856,52
INV0000973,CUST2210,264736,161716,43
INV0000974,CUST3629,271385,142014,119
INV0000975,CUST3259,108030,63761,176
INV0000976,CUST9850,113922,113920,170
INV0000977,CUST9560,85737,10032,126
INV0000978,CUST3761,191981,165017,35
INV0000979,CUST7829,265435,98422,38
INV0000980,CUST4065,243968,113920,115
INV0000981,CUST4721,7929,6141,146
INV0000982,CUST2245,238040,100493,158
INV0000983,CUST4368,297458,201486,33
INV0000984,CUST8289,60950,38864,117
INV0000985,CUST4444,17679,14011,128
INV0000986,CUST4751,71915,64600,36
INV0000987,CUST8211,23620,12099,166
INV0000988,CUST4576,91205,62142,26
INV0000989,CUST8068,95498,85106,127
INV0000990,CUST2398,119781,62228,10
INV0000991,CUST7981,61523,26811,42
INV0000992,CUST6056,105682,70715,44
INV0000993,CUST2214,245519,226646,74
INV0000994,CUST1726,219298,161121,153
INV0000995,CUST1757,269601,59189,111
INV0000996,CUST9245,226509,208103,45
INV0000997,CUST1529,233937,7840,171
INV0000998,CUST9594,81794,44629,61
INV0000999,CUST8394,17434,17200,96
INV0001000,CUST7030,64458,25950,109
INV0001001,CUST1208,70411,27219,47
INV0001002,CUST8542,36656,5090,140
INV0001003,CUST6539,182810,62086,34
INV0001004,CUST2824,26281,13594,15
INV0001005,CUST8202,43744,16759,128
INV0001006,CUST5132,281252,57565,43
INV0001007,CUST7545,147016,101959,28
INV0001008,CUST4843,110915,841,43
INV0001009,CUST2269,88625,57961,7
INV0001010,CUST7921,292996,145991,105
INV0001011,CUST3337,84361,61087,0
INV0001012,CUST2380,270033,146212,52
INV0001013,CUST3655,290742,178554,179
INV0001014,CUST4153,241660,67040,172
INV0001015,CUST9345,293283,169111,149
INV0001016,CUST8098,87508,23508,129
INV0001017,CUST2049,59889,25215,82
INV0001018,CUST4090,240990,34238,82
INV0001019,CUST8369,297143,173725,80
INV0001020,CUST9288,163729,137390,177
INV0001021,CUST8486,118928,28292,3
INV0001022,CUST3579,169269,108230,38
INV0001023,CUST2044,271816,19725,55
INV0001024,CUST5852,100946,30734,153
INV0001025,CUST2290,52947,9974,179
INV0001026,CUST4522,238792,108804,35
INV0001027,CUST2187,188446,51316,165
INV0001028,CUST1909,183959,134601,180
INV0001029,CUST3524,238041,231222,0
INV0001030,CUST2270,40606,31007,32
INV0001031,CUST8454,255357,63500,83
INV0001032,CUST4678,90322,1520,20
INV0001033,CUST4610,38629,10256,37
INV0001034,CUST5946,42341,19777,120
INV0001035,CUST8266,150032,65798,19
INV0001036,CUST4055,235569,54724,6
INV0001037,CUST4782,69431,19423,147
INV0001038,CUST5139,166445,10693,5
INV0001039,CUST9304,21249,19265,44
INV0001040,CUST8836,45982,9196,22
INV0001041,CUST7690,178985,165889,65
INV0001042,CUST5571,210075,34743,104
INV0001043,CUST5019,152074,27832,58
INV0001044,CUST1142,292647,36806,139
INV0001045,CUST7711,223910,133354,135
INV0001046,CUST4053,204424,99044,122
INV0001047,CUST4600,50521,44568,5
INV0001048,CUST6027,65085,9035,46
INV0001049,CUST1934,81032,12508,95
INV0001050,CUST9668,53356,15473,0
INV0001051,CUST3318,229613,92549,40
INV0001052,CUST4780,90986,36591,148
INV0001053,CUST2491,71099,21428,172
INV0001054,CUST5246,133637,104220,159
INV0001055,CUST3765,187119,22485,146
INV0001056,CUST4888,220585,37569,104
INV0001057,CUST5251,223065,129875,159
INV0001058,CUST3306,48440,33132,167
INV0001059,CUST3752,149207,72343,143
INV0001060,CUST9394,41454,2895,118
INV0001061,CUST1129,136417,71712,158
INV0001062,CUST2667,262509,105625,147
INV0001063,CUST4535,230862,85896,146
INV0001064,CUST4718,68677,32903,13
INV0001065,CUST9576,100331,24197,171
INV0001066,CUST6055,207002,102487,176
INV0001067,CUST4001,51812,18681,47
INV0001068,CUST1519,214363,86877,38
INV0001069,CUST6264,192180,173504,140
INV0001070,CUST7792,110007,56152,11
INV0001071,CUST8530,19562,8908,126
INV0001072,CUST3056,14811,5482,35
INV0001073,CUST8783,280880,125911,105
INV0001074,CUST1208,140092,18424,125
INV0001075,CUST2989,234316,16965,96
INV0001076,CUST9997,165622,101515,65
INV0001077,CUST8790,267188,115979,11
INV0001078,CUST6743,247374,181811,39
INV0001079,CUST2555,14013,13889,50
INV0001080,CUST1427,26485,25318,1
INV0001081,CUST2355,176973,45062,150
INV0001082,CUST4609,191575,118899,110
INV0001083,CUST2647,10664,1032,137
INV0001084,CUST6564,202145,159282,112
INV0001085,CUST5032,237156,228489,41
INV0001086,CUST4621,146779,123213,18
INV0001087,CUST3842,186209,45412,142
INV0001088,CUST2444,287096,11197,137
INV0001089,CUST3768,196459,47222,175
INV0001090,CUST4351,34419,8712,56
INV0001091,CUST6569,27677,22275,100
INV0001092,CUST2213,28208,1763,66
INV0001093,CUST3622,11745,2605,18
INV0001094,CUST8915,95068,76561,43
INV0001095,CUST5371,56169,18292,151
INV0001096,CUST4458,219881,30169,108
INV0001097,CUST4120,28871,6902,159
INV0001098,CUST9118,216127,86287,30
INV0001099,CUST2201,178717,174897,1
INV0001100,CUST6065,164121,147456,96
INV0001101,CUST9427,61854,7584,57
INV0001102,CUST1721,97445,3031,174
INV0001103,CUST5604,158184,479,158
INV0001104,CUST5944,41832,15662,150
INV0001105,CUST3139,118413,91123,73
INV0001106,CUST8542,152194,72318,178
INV0001107,CUST5122,228606,111840,44
INV0001108,CUST3725,290725,129023,83
INV0001109,CUST3989,139909,110211,38
INV0001110,CUST8335,277475,250773,100
INV0001111,CUST5067,207894,141152,132
INV0001112,CUST2732,44612,14649,83
INV0001113,CUST2512,246303,21580,29
INV0001114,CUST3733,46500,6453,106
INV0001115,CUST8125,108318,80770,97
INV0001116,CUST6491,231660,122046,44
INV0001117,CUST2992,100424,61181,25
INV0001118,CUST3668,140391,4886,47
INV0001119,CUST6645,152321,128794,156
INV0001120,CUST4772,109982,61814,58
INV0001121,CUST4100,28508,4431,81
INV0001122,CUST1187,268354,160773,62
INV0001123,CUST8275,28885,5067,4
INV0001124,CUST4566,135878,4761,124
INV0001125,CUST7354,179135,115973,57
INV0001126,CUST4110,227069,69263,124
INV0001127,CUST9049,47304,12312,140
INV0001128,CUST3047,13231,8165,176
INV0001129,CUST9597,219077,57726,161
INV0001130,CUST1147,192832,69984,151
INV0001131,CUST2159,99077,15035,167
INV0001132,CUST9519,117329,54544,11
INV0001133,CUST3019,148321,114723,108
INV0001134,CUST4269,84085,20544,2
INV0001135,CUST3697,118990,17143,22
INV0001136,CUST2577,16094,8002,86
INV0001137,CUST1989,234901,57069,164
INV0001138,CUST1148,254839,17992,60
INV0001139,CUST8751,77091,40786,156
INV0001140,CUST1719,190665,175813,150
INV0001141,CUST6849,251459,23309,39
INV0001142,CUST3678,287889,53724,16
INV0001143,CUST5970,275553,183278,82
INV0001144,CUST4915,69169,52597,85
INV0001145,CUST7366,136434,116595,90
INV0001146,CUST7972,287427,249476,25
INV0001147,CUST6652,87521,41045,153
INV0001148,CUST6234,3764,918,148
INV0001149,CUST6501,9650,332,79
INV0001150,CUST1162,250869,17834,159
INV0001151,CUST3014,205827,153656,49
INV0001152,CUST7693,61828,13360,76
INV0001153,CUST2181,191771,81849,174
INV0001154,CUST8677,289548,130799,167
INV0001155,CUST3185,131312,2645,77
INV0001156,CUST6499,42203,19008,143
INV0001157,CUST7793,53844,4942,85
INV0001158,CUST3495,153286,27358,144
INV0001159,CUST1758,251242,36111,180
INV0001160,CUST6694,244287,3181,118
INV0001161,CUST8061,245237,185487,49
INV0001162,CUST6471,56069,39312,37
INV0001163,CUST9736,206028,149814,141
INV0001164,CUST5996,260124,141133,44
INV0001165,CUST4184,204200,9908,48
INV0001166,CUST4670,290057,278289,106
INV0001167,CUST5389,228817,44503,6
INV0001168,CUST7144,86506,85562,121
INV0001169,CUST2717,138044,27490,67
INV0001170,CUST7468,280751,22427,17
INV0001171,CUST9549,33595,25997,2
INV0001172,CUST2783,208458,58519,108
INV0001173,CUST2790,201754,110664,23
INV0001174,CUST1041,130701,125393,98
INV0001175,CUST2982,77333,33213,45
INV0001176,CUST7557,212578,66173,156
INV0001177,CUST3789,292223,280749,105
INV0001178,CUST3396,281815,40446,60
INV0001179,CUST7128,26913,21854,10
INV0001180,CUST3259,72177,11196,41
INV0001181,CUST3912,276434,33828,86
INV0001182,CUST4652,61925,55006,49
INV0001183,CUST5876,188910,79630,68
INV0001184,CUST3768,66775,23973,176
INV0001185,CUST9650,242321,99792,62
INV0001186,CUST7483,260756,74548,155
INV0001187,CUST7008,87129,69134,46
INV0001188,CUST6286,76606,73270,126
INV0001189,CUST2656,48353,13347,146
INV0001190,CUST1291,284700,148067,86
INV0001191,CUST3084,260721,62069,21
INV0001192,CUST7106,17821,14502,138
INV0001193,CUST9097,26401,5994,96
INV0001194,CUST7306,137422,34186,55
INV0001195,CUST2967,176927,116789,59
INV0001196,CUST6211,104990,46922,180
INV0001197,CUST6431,264872,142291,157
INV0001198,CUST4642,242942,159063,18
INV0001199,CUST5291,99964,55409,68
INV0001200,CUST8685,240809,50328,134
INV0001201,CUST5661,198923,46456,132
INV0001202,CUST4078,298779,259045,133
INV0001203,CUST6146,64190,31547,171
INV0001204,CUST4099,242464,103338,39
INV0001205,CUST1693,259362,216371,6
INV0001206,CUST3918,281666,6511,99
INV0001207,CUST7926,236666,143809,154
INV0001208,CUST2117,278659,269908,54
