Vendor_ID,Bill_No,Bill_Amount,Outstanding,Due_Days
VEND8199,BILL0000665,132928,32527,90
VEND1905,BILL0000666,147428,109173,35
VEND2532,BILL0000667,5961,3651,127
VEND2435,BILL0000668,90165,36656,167
VEND4199,BILL0000669,101995,86821,15
VEND5246,BILL0000670,183561,109229,5
VEND3325,BILL0000671,203113,58459,101
VEND1694,BILL0000672,31215,7883,145
VEND3893,BILL0000673,192546,8633,158
VEND9416,BILL0000674,15045,6475,57
VEND1599,BILL0000675,119271,119232,41
VEND9742,BILL0000676,218765,15958,102
VEND2601,BILL0000677,59153,37671,105
VEND4688,BILL0000678,43346,41521,26
VEND5365,BILL0000679,98510,49751,41
VEND9490,BILL0000680,168787,45220,58
VEND6246,BILL0000681,141202,24099,118
VEND5613,BILL0000682,176169,88883,60
VEND6679,BILL0000683,97795,5468,81
VEND2059,BILL0000684,115548,85889,7
VEND8312,BILL0000685,188794,16090,53
VEND1463,BILL0000686,100992,26979,134
VEND9156,BILL0000687,179556,58711,36
VEND1324,BILL0000688,217622,192620,159
VEND4209,BILL0000689,111458,59806,82
VEND5341,BILL0000690,103059,84562,126
VEND5588,BILL0000691,45472,5233,142
VEND8582,BILL0000692,185607,90008,131
VEND5609,BILL0000693,128641,102673,59
VEND9624,BILL0000694,141818,101090,39
VEND9731,BILL0000695,220753,157011,44
VEND2975,BILL0000696,39727,20639,8
VEND8342,BILL0000697,169845,29777,47
VEND3180,BILL0000698,171281,75508,126
VEND7647,BILL0000699,81355,21494,175
VEND2718,BILL0000700,248910,89627,134
VEND2001,BILL0000701,112097,77001,155
VEND4719,BILL0000702,167582,114346,49
VEND2947,BILL0000703,128481,42122,26
VEND2614,BILL0000704,17026,5984,144
VEND3048,BILL0000705,177370,110879,153
VEND3572,BILL0000706,77750,70522,145
VEND1278,BILL0000707,104940,12455,96
VEND8135,BILL0000708,6338,4890,48
VEND3715,BILL0000709,205581,127124,152
VEND8254,BILL0000710,234160,9632,136
VEND7732,BILL0000711,17610,14031,175
VEND1261,BILL0000712,64399,35079,54
VEND4723,BILL0000713,133128,109654,118
VEND3411,BILL0000714,17494,2321,130
VEND2364,BILL0000715,223658,183719,102
VEND5315,BILL0000716,13562,9323,145
VEND9145,BILL0000717,97097,23659,35
VEND9794,BILL0000718,143518,123793,134
VEND8572,BILL0000719,187178,76002,147
VEND1082,BILL0000720,147645,19807,131
VEND9463,BILL0000721,196151,74899,31
VEND7342,BILL0000722,2988,1276,55
VEND2638,BILL0000723,77747,41398,47
VEND9766,BILL0000724,155108,142485,113
VEND2303,BILL0000725,160987,79030,145
VEND7304,BILL0000726,145766,127236,138
VEND5934,BILL0000727,26938,15111,5
VEND4463,BILL0000728,75211,34520,75
VEND3566,BILL0000729,152513,139548,90
VEND7993,BILL0000730,88383,72745,156
VEND3090,BILL0000731,208559,25376,22
VEND8545,BILL0000732,135284,17849,128
VEND1612,BILL0000733,14580,4301,14
VEND9502,BILL0000734,82848,14951,89
VEND3488,BILL0000735,70320,59065,112
VEND2326,BILL0000736,135290,53844,93
VEND1494,BILL0000737,4951,557,90
VEND4860,BILL0000738,194911,103297,142
VEND1597,BILL0000739,18786,9654,121
VEND9469,BILL0000740,132138,54364,151
VEND5985,BILL0000741,80711,39506,108
VEND7555,BILL0000742,96594,55929,54
VEND4379,BILL0000743,56995,16647,136
VEND1542,BILL0000744,86988,76568,22
VEND6094,BILL0000745,22607,12911,140
VEND6123,BILL0000746,3448,1564,107
VEND1588,BILL0000747,36408,7349,21
VEND2477,BILL0000748,142131,103099,131
VEND5430,BILL0000749,27932,8664,74
VEND9037,BILL0000750,187585,75563,159
VEND5263,BILL0000751,68558,65558,130
VEND7115,BILL0000752,60838,1618,86
VEND2441,BILL0000753,246572,245111,174
VEND2678,BILL0000754,229403,39217,65
VEND4612,BILL0000755,226605,156240,136
VEND9079,BILL0000756,116858,79229,41
VEND6325,BILL0000757,228128,166815,129
VEND1995,BILL0000758,69458,58816,75
VEND7729,BILL0000759,51045,20,168
VEND7476,BILL0000760,4130,132,150
VEND6969,BILL0000761,14599,50,116
VEND3756,BILL0000762,69536,31515,161
VEND9007,BILL0000763,128305,72384,76
VEND4883,BILL0000764,142392,81708,25
VEND1471,BILL0000765,198347,73617,124
VEND2567,BILL0000766,177953,123042,42
VEND3672,BILL0000767,135553,11429,136
VEND4850,BILL0000768,27875,7974,49
VEND6424,BILL0000769,162427,67819,175
VEND7663,BILL0000770,169083,151618,67
VEND7408,BILL0000771,28657,18951,161
VEND8746,BILL0000772,21822,174,55
VEND1235,BILL0000773,64810,30019,84
VEND5378,BILL0000774,214941,154302,127
VEND4546,BILL0000775,168156,106314,170
VEND6179,BILL0000776,11338,7236,107
VEND7116,BILL0000777,179710,32533,122
VEND4597,BILL0000778,132557,19537,144
VEND8794,BILL0000779,33667,18053,131
VEND6388,BILL0000780,52603,36133,0
VEND6914,BILL0000781,126658,112942,117
VEND3894,BILL0000782,56666,14780,19
VEND4065,BILL0000783,88334,80785,121
VEND7915,BILL0000784,25406,23834,174
VEND5340,BILL0000785,143220,130716,16
VEND1456,BILL0000786,74674,60312,129
VEND5776,BILL0000787,158095,152769,7
VEND2825,BILL0000788,158618,97746,160
VEND2724,BILL0000789,211110,63704,128
VEND3955,BILL0000790,25389,24703,137
VEND8617,BILL0000791,11695,577,146
VEND4566,BILL0000792,110815,110147,127
VEND2632,BILL0000793,205665,159828,46
VEND1713,BILL0000794,29926,15264,33
VEND5200,BILL0000795,89655,80157,12
VEND2540,BILL0000796,216000,84792,157
VEND5199,BILL0000797,31249,20151,159
VEND6820,BILL0000798,71507,7895,40
VEND7072,BILL0000799,120275,279,129
VEND9145,BILL0000800,117969,116342,8
VEND7379,BILL0000801,120934,120276,40
VEND8689,BILL0000802,96383,79111,55
VEND8974,BILL0000803,162896,71034,82
VEND5368,BILL0000804,197554,191039,66
VEND2748,BILL0000805,118601,5760,102
VEND9025,BILL0000806,220328,5611,28
VEND2988,BILL0000807,161682,88531,111
VEND2981,BILL0000808,63190,59006,2
VEND1935,BILL0000809,23864,1165,122
VEND7862,BILL0000810,196096,19408,63
VEND3903,BILL0000811,106761,102331,11
VEND3719,BILL0000812,231694,207395,12
VEND3563,BILL0000813,220343,43404,69
VEND3436,BILL0000814,47542,417,53
VEND8464,BILL0000815,161325,17791,170
VEND5745,BILL0000816,241036,198633,14
VEND5029,BILL0000817,231636,122023,97
VEND2959,BILL0000818,188754,97049,5
VEND1857,BILL0000819,121782,955,27
VEND8852,BILL0000820,132402,51872,12
VEND3207,BILL0000821,44640,35626,49
VEND5508,BILL0000822,199028,185306,65
VEND6330,BILL0000823,221294,175566,117
VEND3809,BILL0000824,155695,103651,135
VEND8800,BILL0000825,168502,94246,144
VEND4088,BILL0000826,225253,120761,16
VEND8316,BILL0000827,63573,42580,26
VEND8221,BILL0000828,216498,153373,9
VEND6125,BILL0000829,32506,25309,151
VEND3626,BILL0000830,136259,93960,83
VEND9908,BILL0000831,83129,76114,166
VEND5054,BILL0000832,11668,4258,34
VEND3387,BILL0000833,54217,45819,62
VEND2293,BILL0000834,82252,22842,100
VEND8150,BILL0000835,155480,16076,37
VEND2685,BILL0000836,10425,6842,164
VEND9457,BILL0000837,22728,8104,113
VEND2132,BILL0000838,216207,190773,49
VEND5761,BILL0000839,41456,7136,35
VEND8979,BILL0000840,115934,41826,97
VEND9523,BILL0000841,103692,55609,18
VEND4446,BILL0000842,218656,196937,73
VEND8555,BILL0000843,118008,16641,161
VEND3453,BILL0000844,16036,13726,84
VEND6420,BILL0000845,66059,10623,158
VEND8737,BILL0000846,131998,115686,121
VEND9334,BILL0000847,152768,1570,54
VEND3922,BILL0000848,75563,7895,136
VEND4768,BILL0000849,232325,126946,38
VEND2370,BILL0000850,65116,23137,160
VEND3372,BILL0000851,51032,33817,103
VEND5207,BILL0000852,133099,97801,129
VEND2930,BILL0000853,188427,29966,150
VEND3949,BILL0000854,13924,6784,105
VEND4963,BILL0000855,151476,146536,3
VEND7752,BILL0000856,239369,76805,149
VEND2963,BILL0000857,34825,18835,104
VEND6020,BILL0000858,77288,67980,132
VEND5812,BILL0000859,118868,23119,68
VEND7137,BILL0000860,129150,122266,175
VEND2386,BILL0000861,8608,4126,102
VEND7645,BILL0000862,228274,125623,12
VEND6805,BILL0000863,211462,162092,157
VEND9071,BILL0000864,126127,27522,179
VEND2251,BILL0000865,139862,10750,100
VEND5645,BILL0000866,234178,18031,83
VEND3250,BILL0000867,53977,6015,17
VEND2197,BILL0000868,43425,3370,147
VEND1864,BILL0000869,118110,66530,179
VEND5329,BILL0000870,232651,125852,16
VEND5269,BILL0000871,86740,32174,114
VEND6579,BILL0000872,26582,3621,94
VEND8663,BILL0000873,4971,2316,100
VEND1372,BILL0000874,224351,35090,108
VEND5100,BILL0000875,136909,64686,167
VEND7247,BILL0000876,41341,2489,101
VEND9631,BILL0000877,165986,79283,123
VEND6933,BILL0000878,131960,5810,63
VEND2164,BILL0000879,4401,3120,36
VEND8654,BILL0000880,6296,2235,142
VEND8399,BILL0000881,155733,86405,113
VEND3657,BILL0000882,119869,14784,165
VEND3584,BILL0000883,76457,20010,138
VEND9960,BILL0000884,223970,34297,46
VEND1276,BILL0000885,115483,47667,37
VEND7566,BILL0000886,90409,62948,89
VEND9016,BILL0000887,186672,121078,114
VEND4444,BILL0000888,208314,193585,148
VEND1813,BILL0000889,199290,145428,80
VEND5040,BILL0000890,160500,21524,135
VEND3258,BILL0000891,195471,102482,6
VEND8109,BILL0000892,1445,902,49
VEND7267,BILL0000893,115182,69008,114
VEND9958,BILL0000894,187378,30298,33
VEND6270,BILL0000895,17024,9099,156
VEND8375,BILL0000896,59467,22021,103
VEND2492,BILL0000897,1646,747,112
VEND7653,BILL0000898,169837,45582,111
VEND7445,BILL0000899,68756,39012,113
VEND6521,BILL0000900,215223,175719,82
VEND7892,BILL0000901,103932,89405,127
VEND9082,BILL0000902,217535,18099,157
VEND7393,BILL0000903,241513,216799,7
VEND8344,BILL0000904,202990,58109,122
VEND8337,BILL0000905,221711,149318,167
VEND4298,BILL0000906,123869,41169,180
VEND9260,BILL0000907,164249,8309,107
VEND3771,BILL0000908,159525,107108,7
VEND9322,BILL0000909,110016,108948,120
VEND4470,BILL0000910,102332,101169,74
VEND2962,BILL0000911,125678,26899,54
VEND3274,BILL0000912,47260,37207,167
VEND5610,BILL0000913,137425,71733,63
VEND2734,BILL0000914,248075,68751,59
VEND1339,BILL0000915,233630,98736,5
VEND9218,BILL0000916,174761,91671,21
VEND4310,BILL0000917,133954,124550,39
VEND8122,BILL0000918,245795,62949,94
VEND3279,BILL0000919,32840,10688,150
VEND3713,BILL0000920,99003,42992,109
VEND2924,BILL0000921,142107,108333,99
VEND4844,BILL0000922,32241,32159,23
VEND3102,BILL0000923,98217,64061,125
VEND4242,BILL0000924,9476,243,69
VEND5976,BILL0000925,149682,66686,168
VEND9994,BILL0000926,112742,9485,74
VEND1190,BILL0000927,246443,68151,130
VEND6023,BILL0000928,20714,606,21
VEND3621,BILL0000929,91297,5257,81
VEND3153,BILL0000930,176152,18447,62
VEND7150,BILL0000931,135918,74547,178
VEND9994,BILL0000932,128375,109091,129
VEND5911,BILL0000933,112984,14411,59
VEND3490,BILL0000934,98016,80052,149
VEND3641,BILL0000935,169683,58040,76
VEND7877,BILL0000936,71903,47949,107
VEND2792,BILL0000937,61162,10177,57
VEND5140,BILL0000938,238606,231198,127
VEND4727,BILL0000939,77453,5602,53
VEND1958,BILL0000940,175931,80207,78
VEND4179,BILL0000941,113921,67001,101
VEND4226,BILL0000942,174987,106613,110
VEND3431,BILL0000943,222168,161321,42
VEND3522,BILL0000944,109962,12529,67
VEND6696,BILL0000945,183132,116623,91
VEND5650,BILL0000946,206679,23048,172
VEND7662,BILL0000947,65772,6502,119
VEND1383,BILL0000948,123150,14290,24
VEND5194,BILL0000949,141569,108921,5
VEND6999,BILL0000950,151918,83637,158
VEND1913,BILL0000951,111093,98020,32
VEND5541,BILL0000952,88545,43914,57
VEND8771,BILL0000953,82504,24578,55
VEND6461,BILL0000954,161728,152858,167
VEND1967,BILL0000955,197608,130498,48
VEND9534,BILL0000956,30003,23939,123
VEND9934,BILL0000957,246685,16961,101
VEND5483,BILL0000958,195462,50216,125
VEND4819,BILL0000959,43981,31932,50
VEND8684,BILL0000960,204037,42788,54
VEND6172,BILL0000961,51671,46835,176
VEND5888,BILL0000962,167678,95745,120
VEND4773,BILL0000963,151329,57235,22
VEND9753,BILL0000964,43925,31022,157
VEND2981,BILL0000965,69343,41528,143
VEND6712,BILL0000966,91417,68627,158
VEND4979,BILL0000967,143147,92159,45
VEND9550,BILL0000968,156162,32449,144
VEND2533,BILL0000969,185901,85880,16
VEND1862,BILL0000970,45022,12218,134
VEND8349,BILL0000971,213629,22244,166
VEND7193,BILL0000972,239695,131926,180
VEND4561,BILL0000973,154121,17406,11
VEND6954,BILL0000974,170855,113801,6
VEND5006,BILL0000975,195289,68541,86
VEND1285,BILL0000976,84275,37586,156
VEND1600,BILL0000977,102073,59508,95
VEND4364,BILL0000978,118163,31176,81
VEND5184,BILL0000979,239872,115417,84
VEND6509,BILL0000980,243048,212984,35
VEND1276,BILL0000981,194766,92330,19
VEND2887,BILL0000982,96089,82587,61
VEND7620,BILL0000983,149938,70081,28
VEND7852,BILL0000984,165743,29449,177
VEND3481,BILL0000985,4061,888,131
VEND8033,BILL0000986,115141,61017,80
VEND4180,BILL0000987,245539,98083,109
VEND1008,BILL0000988,40953,1495,161
VEND6896,BILL0000989,190627,170835,59
VEND7692,BILL0000990,220205,192752,132
VEND4140,BILL0000991,113409,106785,180
VEND1003,BILL0000992,73132,10965,66
VEND5374,BILL0000993,237863,29494,141
VEND9537,BILL0000994,228292,44096,65
VEND9160,BILL0000995,82143,21068,177
VEND4353,BILL0000996,181497,141782,47
VEND7165,BILL0000997,72037,13259,27
VEND9356,BILL0000998,249777,70968,37
VEND3644,BILL0000999,116566,68603,144
VEND3125,BILL0001000,170702,80664,56
VEND8062,BILL0001001,211640,72279,86
VEND2565,BILL0001002,27407,9503,36
VEND8747,BILL0001003,156327,37212,34
VEND3995,BILL0001004,136964,98729,135
VEND2959,BILL0001005,180317,23508,95
VEND2955,BILL0001006,135564,23004,18
VEND8799,BILL0001007,94021,9749,155
VEND8936,BILL0001008,41153,15378,156
VEND9227,BILL0001009,232263,47186,24
VEND8851,BILL0001010,61232,44155,131
VEND2582,BILL0001011,38189,18350,43
VEND7056,BILL0001012,58923,5212,101
VEND7167,BILL0001013,163844,41045,116
VEND6842,BILL0001014,73504,46969,18
VEND7472,BILL0001015,127537,67047,170
VEND6861,BILL0001016,8911,1558,132
VEND8156,BILL0001017,228345,216622,31
VEND6509,BILL0001018,117536,84238,73
VEND5703,BILL0001019,227695,116392,2
VEND7787,BILL0001020,169331,14020,73
VEND8033,BILL0001021,135932,555,59
VEND3269,BILL0001022,3961,2256,108
VEND5227,BILL0001023,12575,5344,47
VEND2391,BILL0001024,105313,5411,3
VEND7245,BILL0001025,107359,94842,17
VEND3274,BILL0001026,14018,6457,123
VEND9878,BILL0001027,230427,199301,68
VEND6292,BILL0001028,135183,110680,1
VEND3371,BILL0001029,16441,11909,87
VEND1776,BILL0001030,24720,16950,58
VEND1201,BILL0001031,80862,55834,42
VEND8002,BILL0001032,249713,128225,50
VEND1617,BILL0001033,42700,25841,40
VEND5256,BILL0001034,168849,81167,69
VEND1278,BILL0001035,207518,10467,61
VEND6660,BILL0001036,123077,67980,17
VEND7141,BILL0001037,191693,1812,88
VEND9031,BILL0001038,8998,7127,59
VEND4687,BILL0001039,223171,100010,112
VEND6410,BILL0001040,130906,51578,37
VEND9619,BILL0001041,16100,4300,161
VEND9967,BILL0001042,45466,5267,92
VEND8383,BILL0001043,179606,6146,163
VEND8751,BILL0001044,161891,59109,155
VEND1149,BILL0001045,235167,214068,176
VEND4654,BILL0001046,194566,71881,87
VEND6337,BILL0001047,87283,75915,162
VEND5478,BILL0001048,205795,23418,180
VEND6292,BILL0001049,30033,20168,51
VEND5382,BILL0001050,148912,14022,8
VEND4705,BILL0001051,108368,10624,90
VEND6783,BILL0001052,146314,122413,114
VEND9526,BILL0001053,230395,114518,163
VEND8939,BILL0001054,70509,29353,18
VEND8670,BILL0001055,136418,131001,165
VEND2724,BILL0001056,150020,612,14
VEND6091,BILL0001057,160734,154887,127
VEND3787,BILL0001058,33675,31187,173
VEND9523,BILL0001059,127309,40529,86
VEND6855,BILL0001060,232067,139889,86
VEND9798,BILL0001061,215843,39786,98
VEND5936,BILL0001062,152956,27312,58
VEND5950,BILL0001063,225371,41586,11
VEND2151,BILL0001064,85986,34067,66
VEND5257,BILL0001065,29990,26128,63
VEND7052,BILL0001066,7224,1853,96
VEND4961,BILL0001067,9579,6800,157
VEND4501,BILL0001068,184036,5058,96
VEND3305,BILL0001069,41167,29955,84
VEND6779,BILL0001070,80104,72198,57
VEND5716,BILL0001071,71914,24499,25
VEND8887,BILL0001072,111279,96547,17
VEND5517,BILL0001073,13640,572,16
VEND5055,BILL0001074,55474,13520,102
VEND3241,BILL0001075,125649,122367,52
VEND1590,BILL0001076,71821,41171,28
VEND5714,BILL0001077,216771,209497,119
VEND4944,BILL0001078,74185,29693,1
VEND7278,BILL0001079,141084,21932,9
VEND5500,BILL0001080,239088,131066,115
VEND5469,BILL0001081,206793,46839,149
VEND9816,BILL0001082,232743,7626,93
VEND4393,BILL0001083,60817,55719,3
VEND9615,BILL0001084,226183,119871,120
VEND4909,BILL0001085,205770,136359,175
VEND5597,BILL0001086,130081,70004,32
VEND5759,BILL0001087,113830,30750,82
VEND8991,BILL0001088,15079,897,158
VEND6906,BILL0001089,42339,3784,48
VEND6957,BILL0001090,133383,100405,112
VEND7681,BILL0001091,226497,137326,141
VEND1065,BILL0001092,201464,53912,129
VEND7615,BILL0001093,102331,100891,87
VEND8327,BILL0001094,196361,50891,129
VEND1887,BILL0001095,7173,4103,88
VEND8979,BILL0001096,157648,92163,115
VEND9836,BILL0001097,122210,6202,180
VEND5710,BILL0001098,95576,91443,55
VEND4478,BILL0001099,16522,7251,70
VEND5883,BILL0001100,89509,21724,45
VEND5143,BILL0001101,160580,128879,127
VEND8389,BILL0001102,124678,26175,135
VEND3657,BILL0001103,91175,17963,136
VEND9535,BILL0001104,152883,40276,91
VEND4493,BILL0001105,136634,17706,0
VEND6306,BILL0001106,16436,7314,40
VEND4782,BILL0001107,225653,76151,84
VEND2295,BILL0001108,215947,74874,142
VEND5176,BILL0001109,197841,49377,55
VEND8748,BILL0001110,167511,28928,0
VEND3354,BILL0001111,151255,106798,160
VEND9844,BILL0001112,140927,62279,107
VEND5466,BILL0001113,13825,1549,71
VEND8558,BILL0001114,149106,120266,165
VEND7466,BILL0001115,187444,86722,55
VEND6879,BILL0001116,76285,48928,111
VEND9916,BILL0001117,6239,2305,125
VEND6566,BILL0001118,245246,43672,45
VEND7681,BILL0001119,156564,100532,97
VEND2928,BILL0001120,184535,64234,17
VEND5025,BILL0001121,43690,22082,24
VEND9603,BILL0001122,13743,882,70
VEND6151,BILL0001123,245406,116173,153
VEND1197,BILL0001124,145583,28975,180
VEND6551,BILL0001125,133391,64095,139
VEND1507,BILL0001126,78351,24743,93
VEND4380,BILL0001127,223682,190633,43
VEND9739,BILL0001128,51026,20738,113
VEND5486,BILL0001129,245807,13090,155
VEND8982,BILL0001130,124879,61931,11
VEND3308,BILL0001131,244632,145425,64
VEND4299,BILL0001132,217689,176002,25
VEND6045,BILL0001133,105692,23661,22
VEND8696,BILL0001134,122763,41788,43
VEND4497,BILL0001135,117806,49895,42
VEND3339,BILL0001136,71902,41724,153
VEND6230,BILL0001137,159131,85088,25
VEND6684,BILL0001138,56384,39002,102
VEND2982,BILL0001139,51060,41955,6
VEND2541,BILL0001140,159319,50754,101
VEND6665,BILL0001141,192172,166126,98
VEND1189,BILL0001142,25428,10287,177
VEND6163,BILL0001143,76173,17227,85
VEND6388,BILL0001144,6059,5831,17
VEND7923,BILL0001145,129179,19328,64
VEND5391,BILL0001146,129426,71845,23
VEND6870,BILL0001147,191385,169344,179
VEND8399,BILL0001148,152772,112598,153
VEND3004,BILL0001149,133677,117411,85
VEND3813,BILL0001150,76673,18100,91
VEND1018,BILL0001151,89291,64001,71
VEND1215,BILL0001152,47583,41457,101
VEND8345,BILL0001153,90065,72069,132
VEND1117,BILL0001154,239013,136135,1
VEND1399,BILL0001155,33025,6532,145
VEND5239,BILL0001156,204308,191032,88
VEND2530,BILL0001157,218526,51413,94
VEND1604,BILL0001158,235147,3031,152
VEND7509,BILL0001159,96988,42313,86
VEND7934,BILL0001160,116163,23344,155
VEND3217,BILL0001161,243442,194968,77
VEND7630,BILL0001162,181710,81069,139
VEND2121,BILL0001163,54791,17597,122
VEND8775,BILL0001164,156046,73472,38
VEND4165,BILL0001165,161847,127549,1
VEND8127,BILL0001166,9861,3775,116
VEND8464,BILL0001167,120370,22069,5
VEND3679,BILL0001168,54918,20123,156
VEND6815,BILL0001169,157276,155929,53
VEND3536,BILL0001170,55871,46829,141
VEND3862,BILL0001171,99808,62555,91
VEND4877,BILL0001172,81006,69581,93
VEND8681,BILL0001173,107826,94688,147
VEND7945,BILL0001174,76360,32888,107
VEND7554,BILL0001175,59228,18495,126
VEND4071,BILL0001176,239090,14407,82
VEND5958,BILL0001177,239870,66743,126
VEND2209,BILL0001178,171428,166710,37
VEND6394,BILL0001179,121523,43393,85
VEND8079,BILL0001180,202534,199166,96
VEND8671,BILL0001181,47200,46079,150
VEND3104,BILL0001182,14847,12102,52
VEND2686,BILL0001183,221182,26661,140
